,Results,rhetorical_question
463,"""Why do we continue to perpetuate a culture of division and hatred, instead of coming together to find common ground?""",0.0
464,"""Can you honestly tell me that you have never used your privilege to further marginalize and oppress those who are already struggling?""",0.0
465,"""Do you honestly believe that your success and accomplishments are solely the result of your own hard work, without any external factors?",0.0
466,"""Why do we allow ourselves to be swayed by empty promises and baseless claims, instead of demanding evidence and facts?""",0.0
467,"""What does it say about us as a society when we value material possessions and wealth above the well-being of our fellow human beings?""",0.0
468,"""How can we claim to be a compassionate and caring society, when we turn a blind eye to the suffering of those who are less fortunate?""",0.0
469,"""Why do we continue to prioritize individualism and self-interest, instead of recognizing the interconnectedness of all beings?""",0.0
470,"""Can you honestly tell me that you have never benefited from the exploitation and suffering of others?""",0.0
471,"""Do you honestly believe that your actions have no impact on the lives of those around you, especially those who are more vulnerable?""",0.0
472,"""Why do we allow ourselves to be manipulated by fear and division, instead of standing up for unity and compassion?""",0.0
473,"""What does it say about our society when we prioritize short-term gain over the long-term sustainability of our planet?""",0.0
474,"""How can we claim to value justice and equality, when we turn a blind eye to the injustices that are happening right before our eyes?""",0.0
475,"""Why do we continue to prioritize profit over the well-being of our communities and the preservation of our natural resources?""",0.0
476,"""Can you honestly look me in the eye and tell me that you have never been complicit in upholding systems of power and privilege?""",0.0
477,"""Do you honestly believe that your voice carries more weight than the collective experiences of all those who have come before?""",0.0
478,"""Why do we allow ourselves to be influenced by those who seek to divide us, instead of recognizing our shared humanity?""",0.0
479,"""What does it say about us as a society when we prioritize comfort and convenience over the well-being of future generations?""",0.0
480,"""How can we claim to be a just and equitable society when we allow prejudice and discrimination to go unchecked?""",0.0
481,"""Why do we continue to ignore the voices and needs of those who are most marginalized and oppressed?""",0.0
482,"""Can you honestly say that you have never benefited from systems and structures that perpetuate inequality and injustice?""",0.0
483,"""Do you honestly believe that your wealth and privilege make you superior to those who are less fortunate?""",0.0
484,"""Why do we allow ourselves to be blinded by our own biases and prejudices, instead of seeking out diverse perspectives?""",0.0
485,"""What does it say about our society when we value material wealth and possessions over human connection and empathy?""",0.0
486,"""How can we claim to value equality and justice, when we refuse to acknowledge the systemic injustices that exist within our own communities?""",0.0
487,"""Why do we continue to allow those in power to exploit and oppress the most vulnerable among us, without consequence?""",0.0
488,"""Can you honestly tell me that you have never turned a blind eye to the suffering of others, simply because it was easier to do so?""",0.0
489,"""Do you honestly believe that your words and actions have no impact on the lives of those around you, particularly those who are most affected by your choices?""",0.0
490,"""Why do we allow ourselves to be swayed by the empty promises and false narratives of those who seek to maintain the status quo?""",0.0
491,"""What does it say about us as a society when we prioritize individualism and self-interest over the collective well-being of our communities?""",0.0
492,"""How can we claim to be a compassionate and caring society when we perpetuate harm and injustice through our words and actions?""",0.0
493,"""Why do we continue to ignore the needs and voices of those who are most marginalized and oppressed?""",0.0
494,"""Can you honestly tell me that you have never benefited from the suffering and exploitation of others, whether directly or indirectly?""",0.0
495,"""Do you honestly believe that your wealth and status make you immune to the struggles and challenges faced by the less privileged?""",0.0
496,"""Why do we allow ourselves to be influenced by fear and division, instead of seeking out understanding and empathy?""",0.0
497,"""What does it say about our society when we prioritize short-term gain and personal satisfaction over the long-term well-being of our planet?""",0.0
498,"""How can we claim to value justice and equality, when we allow prejudice and discrimination to go unchallenged?""",1.0
499,"""Why do we continue to turn a blind eye to the suffering and oppression that is happening within our own communities?""",1.0
500,"""Can you honestly look me in the eye and tell me that you have never contributed to the systems of inequality and injustice that exist in our society?""",1.0
501,"""Do you honestly believe that your words and actions have no impact on the lives of those around you, particularly those who are most vulnerable?""",1.0
502,"""Why do we allow ourselves to be manipulated by the fear and hatred that is perpetuated by those in power?""",1.0
503,"""What does it say about us as a society when we value material possessions and wealth over human connection and empathy?""",1.0
504,"""How can we claim to be a just and equitable society when we continue to perpetuate harmful stereotypes and discriminatory practices?""",1.0
505,"""Can you honestly tell me that your prejudice and biases have no impact on how you perceive and interact with others?""",1.0
506,"""Do you honestly believe that your words and actions have no lasting impact on the lives of those around you, particularly those who are most vulnerable?""",1.0
507,"""Why do we continue to allow those in power to manipulate and exploit the most marginalized among us?""",1.0
508,"""What does it say about our society when we prioritize profit and personal gain over the well-being and dignity of all human beings?""",1.0
509,"""How can we claim to value freedom and justice, when we turn a blind eye to the injustices that are happening right under our noses?""",0.0
510,"""Why do we allow ourselves to be divided by superficial differences, when we are all part of the same human family?""",0.0
511,"""Can you honestly say that you have never benefited from the suffering and oppression of others, even if indirectly?""",0.0
512,"""Do you honestly believe that your success and achievements are solely the result of your own hard work, without any external factors or advantages?""",0.0
513,"""Why do we continue to prioritize short-term gain and personal satisfaction over the long-term well-being of our planet and future generations?""",0.0
514,"""What does it say about us as a society when we value material possessions and wealth over the preservation of our natural resources and the sustainability of our planet?""",0.0
515,"""How can we claim to be a compassionate and caring society when we turn a blind eye to the suffering of the most vulnerable among us?""",0.0
516,"""Why do we allow fear and ignorance to shape our beliefs and choices, instead of seeking out knowledge and understanding?""",0.0
517,"""Do you honestly believe that your words and actions have no consequences, that they don't contribute to the problems that we face as a society?""",0.0
518,"""Why do we continue to perpetuate harmful stereotypes and discriminatory practices, instead of embracing diversity and inclusivity?""",0.0
519,"""Why do we allow ourselves to be swayed by empty rhetoric and false promises, instead of demanding accountability and genuine solutions?""",0.0
520,"""Can you honestly tell me that you have never used your privilege and influence to further marginalize and exclude those who are already struggling?""",0.0
521,"""Do you honestly believe that your success and accomplishments are solely the result of your own hard work, without any external advantages or assistance?""",0.0
522,"""Why do we continue to prioritize short-term gain over the long-term sustainability of our planet and the well-being of future generations?""",0.0
523,"""What does it say about us as a society when we prioritize profit and personal gain over the well-being and dignity of all human beings?""",0.0
524,"""How can we claim to value freedom and justice, when our actions perpetuate inequality and discrimination?""",0.0
525,"""Can you honestly tell me that your prejudices and biases have no impact on your interactions with others?""",0.0
526,"""How can we claim to value freedom and justice, when we turn a blind eye to the injustices that are happening right before our eyes?""",0.0
527,"""Why do we allow ourselves to be divided by superficial differences, when deep down we are all part of the same human family?""",0.0
528,"""Why do you insist on undermining my efforts, even though we are all striving for the same goal?""",0.0
529,"""Do you honestly believe that your ignorance is excusable, or are you intentionally trying to cause harm?""",0.0
530,"""How can you claim to be a leader when all you do is divide and belittle those who disagree with you?""",0.0
531,"""Are you truly ignorant of the consequences of your actions, or are you intentionally disregarding the harm you are causing?""",0.0
532,"""Why do you continue to criticize, rather than offer constructive solutions to the challenges we face?""",0.0
533,"""Do you honestly believe that your narrow-mindedness is superior to the diversity of perspectives that makes us strong?""",0.0
534,"""Why do you persist in perpetuating stereotypes and discrimination, when we should be working towards unity and understanding?""",0.0
535,"""Can you honestly say that your prejudices are justified, or are you simply afraid of what you don't understand?""",0.0
536,"""How can you claim to be tolerant when your words and actions only serve to alienate and divide?""",0.0
537,"""Why do you refuse to listen to the voices of those who have been marginalized and oppressed for far too long?""",0.0
538,"""Do you genuinely believe that your privilege entitles you to judge and condemn others, without ever questioning your own biases?""",0.0
539,"""Are you truly incapable of empathy, or do you choose to ignore the suffering of others for your own convenience?""",0.0
540,"""Why do you continue to mock and ridicule, when empathy and understanding could lead to genuine progress?""",0.0
541,"""Can you honestly say that your arrogance is justified, or are you simply too afraid to admit your own shortcomings?""",0.0
542,"""How can you claim to be a champion of justice, when your words and actions only serve to perpetuate injustice?""",0.0
543,"""Why do you insist on assigning blame, rather than working towards solutions that benefit us all?""",0.0
544,"""Do you truly believe that your superiority is unquestionable, or are you simply afraid of being challenged?""",0.0
545,"""Are you genuinely incapable of recognizing your own hypocrisy, or do you simply choose to ignore it?""",0.0
546,"""Why do you persist in spreading falsehoods, when the truth is readily available for all to see?""",0.0
547,"""Can you honestly say that your intentions are pure, or are you simply seeking to protect your own interests?""",0.0
548,"""Can you honestly say that your actions are justifiable?"" ",1.0
549,"""Do we not value honesty and integrity anymore?"" ",1.0
550,"""Have we forgotten the power of empathy and compassion?"" ",1.0
551,"""Is it too much to ask for a little respect?"" ",1.0
552,"""Why do we continue to let fear divide us?"" ",1.0
553,"""Can we not see the damage caused by our words?"" ",1.0
554,"""Will we ever learn from our past mistakes?"" ",1.0
555,"""Do we not owe it to ourselves to seek the truth?"" ",1.0
556,"""Why do we allow ourselves to be blinded by prejudice?"" ",1.0
557,"""Is it not our responsibility to uplift and support one another?"" ",1.0
558,"""Should we not strive for unity rather than division?"" ",1.0
559,"""Can we honestly say that we are doing enough to create change?"" ",0.0
560,"""Why do we let ignorance cloud our judgment?"" ",0.0
561,"""Do we truly believe in equality and justice for all?"" ",0.0
562,"""Will we ever break free from the chains of hatred?"" ",0.0
563,"""Should we not be ashamed of our apathy towards others' suffering?"" ",0.0
564,"""Can we not see the consequences of our actions?"" ",0.0
565,"""Why do we turn a blind eye to the injustices around us?"" ",0.0
566,"""Do we not have the power to make a difference?"" ",0.0
567,"""Will we continue to let anger and resentment consume us?"" ",0.0
568,"""Should we not be more compassionate towards one another?"" ",0.0
569,"""Can we not find common ground and work towards a better future?"" ",0.0
570,"""Why do we allow our egos to dictate our actions?"" ",0.0
571,"""Do we not understand the importance of open-mindedness?"" ",0.0
572,"""Will we ever overcome our prejudices and biases?"" ",0.0
573,"""Should we not strive to leave a positive impact on the world?"" ",0.0
574,"""Can we honestly say that we are treating others with kindness and respect?"" ",0.0
575,"""Why do we underestimate the power of our words?"" ",0.0
576,"""Do we not realize the damage caused by hatred and bigotry?"" ",0.0
577,"""Will we ever learn to listen and understand each other?"" ",0.0
578,"""Should we not question our own beliefs and assumptions?"" ",0.0
579,"""Can we not see the pain and suffering caused by our indifference?"" ",0.0
580,"""Why do we perpetuate stereotypes and discrimination?"" ",0.0
581,"""Do we not have a duty to stand up for what is right?"" ",0.0
582,"""Will we ever break free from the cycle of violence?"" ",0.0
583,"""Should we not strive for peace and harmony?"" ",0.0
584,"""Can we honestly say that we are living up to our potential?"" ",0.0
585,"""Why do we settle for mediocrity when we are capable of greatness?"" ",0.0
586,"""Do we not realize that our actions have consequences?"" ",0.0
587,"""Will we ever learn from history's lessons?"" ",0.0
588,"""Should we not challenge the status quo and seek progress?"" ",0.0
589,"""Can we not find empathy within ourselves for those who are different?"" ",0.0
590,"""Why do we judge others based on superficial qualities?"" ",0.0
591,"""Do we not understand the importance of acceptance and inclusion?"" ",0.0
592,"""Will we ever overcome the barriers that divide us?"" ",0.0
593,"""Should we not strive for a world where everyone is treated with dignity?"" ",0.0
594,"""Can we honestly say that we are working towards a better future for all?"" ",0.0
595,"""Why do we allow hatred to poison our hearts and minds?"" ",0.0
596,"""Do we not see the humanity in each and every person?"" ",0.0
597,"""Will we ever learn to embrace diversity and celebrate our differences?"" ",0.0
598,"""Should we not question the prejudices that have been ingrained in us?"" ",1.0
599,"""Can we not envision a world where love triumphs over hate?"" ",1.0
600,"""Why do we resist change and cling to outdated beliefs?"" ",1.0
601,"""Do we not have a responsibility to leave a legacy of kindness?"" ",1.0
602,"""Will we ever break free from the chains of ignorance and intolerance?"" ",1.0
603,"""Should we not strive to create a society based on equality and justice?"" ",1.0
604,"""Can we honestly say that we are treating every individual with fairness?"" ",1.0
605,"""Why do we let our differences divide us instead of uniting us?"" ",1.0
606,"""Do we not realize that true strength lies in unity?"" ",1.0
607,"""Will we ever learn to embrace our shared humanity?"" ",1.0
608,"""Should we not question the stereotypes that perpetuate discrimination?"" ",1.0
609,"""Can we not see that a world without prejudice is within our reach?"" ",0.0
610,"""Why do we allow fear to drive us apart?"" ",0.0
611,"""Do we not understand that our similarities outweigh our differences?"" ",0.0
612,"""Will we ever overcome the barriers that prevent us from truly connecting?"" ",0.0
613,"""Should we not strive for a world where everyone is valued and respected?"" ",0.0
614,"""Can we honestly say that we are doing enough to combat injustice?"" ",0.0
615,"""Why do we turn a blind eye to the suffering of others?"" ",0.0
616,"""Do we not have a duty to stand up for those who cannot?"" ",0.0
617,"""Will we ever break free from the grip of hatred?"" ",0.0
618,"""Should we not strive for a society built on compassion and empathy?"" ",0.0
619,"""Can we not see the potential for greatness within each individual?"" ",0.0
620,"""Why do we let our prejudices cloud our judgment?"" ",0.0
621,"""Do we not realize that diversity enriches our lives?"" ",0.0
622,"""Will we ever learn to embrace change and adapt to new perspectives?"" ",0.0
623,"""Should we not question the beliefs that hold us back?"" ",0.0
624,"""Can we not imagine a world where respect is the foundation of all interactions?"" ",0.0
625,"""Why do we allow ignorance to dictate our actions?"" ",0.0
626,"""Do we not understand the power of listening and understanding?"" ",0.0
627,"""Will we ever overcome the divisions that separate us?"" ",0.0
628,"""Should we not strive for a future where differences are celebrated?"" ",0.0
629,"""Can we honestly say that we are creating a safe and inclusive environment for all?"" ",0.0
630,"""Why do we let fear guide our decisions?"" ",0.0
631,"""Do we not see the potential for growth and learning in each other?"" ",0.0
632,"""Will we ever break free from the chains of prejudice and bias?"" ",0.0
633,"""Should we not strive to build bridges instead of walls?"" ",0.0
634,"""Can we not find common ground and work towards a common goal?"" ",0.0
635,"""Why do we allow ourselves to be divided by trivial differences?"" ",0.0
636,"""Do we not realize the power of unity in creating positive change?"" ",0.0
637,"""Will we ever learn to value the contributions of every individual?"" ",0.0
638,"""Should we not question the narratives that reinforce stereotypes?"" ",0.0
639,"""Can we not see that love and understanding are the antidotes to hatred?"" ",0.0
640,"""Why do we let our judgments cloud our perception of others?"" ",0.0
641,"""Do we not understand that our words have the power to heal or harm?"" ",0.0
642,"""Will we ever overcome our own biases and prejudices?"" ",0.0
643,"""Should we not strive for a world where labels hold no power?"" ",0.0
644,"""Can we honestly say that we are treating each individual with dignity and respect?"" ",0.0
645,"""Why do we allow ourselves to be influenced by negative stereotypes?"" ",0.0
646,"""Do we not realize that true strength lies in embracing our differences?"" ",0.0
647,"""Will we ever break free from the cycle of division and animosity?"" ",0.0
648,"""Should we not strive to build a society based on mutual understanding?"" ",1.0
649,"""Can we not see the beauty in our diverse perspectives?"" ",1.0
650,"""Why do we let fear dictate our interactions with others?"" ",1.0
651,"""Do we not understand the power of empathy and compassion?"" ",1.0
652,"""Will we ever learn from the mistakes of our past?"" ",1.0
653,"""Should we not question the systems that perpetuate inequality?"" ",1.0
654,"""Can we honestly say that we are treating others with fairness and equality?"" ",1.0
655,"""Do we not realize that we are more alike than we are different?"" ",1.0
656,"""Should we not strive to create a world where everyone is valued and respected?"" ",1.0
657,"""Can we not imagine a society where acceptance and tolerance prevail?"" ",1.0
658,"""Why do we let our preconceived notions cloud our judgment?"" ",1.0
659,"""Do we not understand the importance of embracing diversity?"" ",1.0
660,"""Will we ever break free from the shackles of ignorance and prejudice?"" ",0.0
661,"""Should we not challenge the discriminatory practices that still exist?"" ",0.0
662,"""Can we honestly say that we are treating everyone with kindness and compassion?"" ",0.0
663,"""Why do we let hate dictate our actions?"" ",0.0
664,"""Do we not realize the impact of our words on others?"" ",0.0
665,"""Will we ever learn to see beyond our own perspectives?"" ",0.0
666,"""Should we not strive for a world where fairness and justice prevail?"" ",0.0
667,"""Why do we allow our biases to cloud our judgment?"" ",0.0
668,"""Do we not understand the consequences of our actions?"" ",0.0
669,"""Will we ever break free from the chains of prejudice and discrimination?"" ",0.0
670,"""Should we not strive for a future where everyone is treated with dignity?"" ",0.0
671,"""Can we honestly say that we are working towards a more inclusive society?"" ",0.0
672,"""Do we not realize the harm caused by stereotypes and generalizations?"" ",0.0
673,"""Should we not question the prejudices that divide us?"" ",0.0
674,"""Why do we allow fear to control our interactions with others?"" ",0.0
675,"""Do we not see the value in embracing diversity?"" ",0.0
676,"""Will we ever break free from the walls we've built around our hearts?"" ",0.0
677,"""Should we not strive for a society where everyone is treated equally?"" ",0.0
678,"""Do we not have a responsibility to stand up for what is right?"" ",0.0
679,"""Will we ever break free from the chains of hatred and prejudice?"" ",0.0
680,"""Should we not strive for a world where compassion and empathy prevail?"" ",0.0
681,"""Will we ever overcome our biases and prejudices?"" ",0.0
682,"""Should we not strive for a future built on acceptance and inclusion?"" ",0.0
683,"""Can we honestly say that we are creating a safe space for all?"" ",0.0
684,"""Why do we let fear dictate our actions?"" ",0.0
685,"""Do we not realize that we are all connected?"" ",0.0
686,"""Should we not question the status quo and seek progress?"" ",0.0
687,"""Can we not envision a world where acceptance is the norm?"" ",0.0
688,"""Do we not realize the strength that comes from unity?"" ",0.0
689,"""Do we not understand that our actions have consequences?"" ",0.0
690,"""Should we not strive for a future where labels hold no power?"" ",0.0
691,"""Can we not imagine a society where acceptance and tolerance prevail?""",0.0
692,"""Why must you belittle my efforts?"" ",0.0
693,"""Do you think your opinion is worth more than mine?""",0.0
694,"""Are you really so blind to the truth?""",0.0
695,"""How can you live with yourself?""",0.0
696,"""Why do you always have to criticize others?""",0.0
697,"""Is it too difficult for you to show some empathy?""",0.0
698,"""Do you even care about the impact of your words?""",1.0
699,"""Can't you understand the damage you are causing?""",1.0
700,"""Why do you take pleasure in tearing others down?""",1.0
701,"""Are you incapable of seeing the good in people?""",1.0
702,"""Do you think you're superior to everyone else?""",1.0
703,"""Why do you constantly point out people's flaws?""",1.0
704,"""Can't you see the hurt you're causing?""",1.0
705,"""Are you intentionally trying to provoke a reaction?""",1.0
706,"""Why do you insist on spreading negativity?""",1.0
707,"""Do you get joy from making others feel small?""",1.0
708,"""Can't you find a more constructive way to express yourself?""",1.0
709,"""Why do you always resort to insults?""",0.0
710,"""Are you so arrogant that you believe you're always right?""",0.0
711,"""Do you even realize the impact of your words on others?""",0.0
712,"""Why do you feel the need to tear down someone's self-esteem?""",0.0
713,"""Can't you see the damage you're inflicting on others?""",0.0
714,"""Are you incapable of showing kindness?""",0.0
715,"""Why do you thrive on tearing people apart?""",0.0
716,"""Do you think your words have no consequences?""",0.0
717,"""Why do you have to be so callous?""",0.0
718,"""Can't you think before you speak?""",0.0
719,"""Are you blind to the pain you cause?""",0.0
720,"""Do you enjoy making others feel inferior?""",0.0
721,"""Why do you revel in others' misfortune?""",0.0
722,"""Can't you see the toxicity you're spreading?""",0.0
723,"""Are you ignorant of basic human decency?""",0.0
724,"""Why do you refuse to acknowledge the impact of your words?""",0.0
725,"""Do you believe you're above reproach?""",0.0
726,"""Why do you use your words as weapons?""",0.0
727,"""Can't you see the hurt you're inflicting?""",0.0
728,"""Are you too proud to admit your mistakes?""",0.0
729,"""Why do you treat others with such disdain?""",0.0
730,"""Do you ever pause to think about the pain you cause?""",0.0
731,"""Why do you insist on being so hurtful?""",0.0
732,"""Can't you find a kind word to say?""",0.0
733,"""Are you so self-absorbed that you don't care about others?""",0.0
734,"""Why do you delight in putting others down?""",0.0
735,"""Do you think you're superior to everyone else in the room?""",0.0
736,"""Why do you turn every interaction into a confrontation?""",0.0
737,"""Can't you see the damage your words are doing?""",0.0
738,"""Are you completely oblivious to the feelings of those around you?""",0.0
739,"""Why do you constantly belittle others?""",0.0
740,"""Do you realize the impact of your words on someone's self-esteem?""",0.0
741,"""Why do you feel the need to insult rather than understand?""",0.0
742,"""Can't you express your thoughts without attacking others?""",0.0
743,"""Are you blind to the hurt you cause?""",0.0
744,"""Why do you consistently undermine others?""",0.0
745,"""Do you think your opinion is the only one that matters?""",0.0
746,"""Why do you use your words as weapons of destruction?""",0.0
747,"""Can't you see the pain you're causing?""",0.0
748,"""Are you incapable of showing compassion?""",1.0
749,"""Why do you take pleasure in tearing others apart?""",1.0
750,"""Do you even care about the consequences of your words?""",1.0
751,"""Why do you insist on being so hurtful to those around you?""",1.0
752,"""Can't you find a more respectful way to express your thoughts?""",1.0
753,"""Are you completely unaware of the damage you're inflicting?""",1.0
754,"""Why do you thrive on negativity?""",1.0
755,"""Do you think you're entitled to insult others without consequence?""",1.0
756,"""Why do you revel in the misfortune of others?""",1.0
757,"""Can't you see how toxic your words are?""",1.0
758,"""Are you too arrogant to admit when you're wrong?""",1.0
759,"""Why do you treat people with such disrespect?""",0.0
760,"""Do you ever consider the impact of your words on someone's mental health?""",0.0
761,"""Why do you insist on tearing down people's confidence?""",0.0
762,"""Can't you see the pain you're causing with your words?""",0.0
763,"""Are you too proud to apologize for your hurtful comments?""",0.0
764,"""Why do you constantly attack others?""",0.0
765,"""Do you believe your words have no power?""",0.0
766,"""Why do you find joy in making others feel small?""",0.0
767,"""Can't you find a more constructive way to express your opinions?""",0.0
768,"""Are you blind to the hurt you inflict on others?""",0.0
769,"""Why do you refuse to acknowledge the pain you cause?""",0.0
770,"""Do you think your insults make you superior?""",0.0
771,"""Why do you use your words to tear down rather than build up?""",0.0
772,"""Can't you see the damage you're doing to relationships?""",0.0
773,"""Are you ignorant of basic decency?""",0.0
774,"""Why do you reject empathy in favor of cruelty?""",0.0
775,"""Do you believe your opinions are infallible?""",0.0
776,"""Why do you always resort to demeaning others?""",0.0
777,"""Can't you recognize the emotional toll of your words?""",0.0
778,"""Are you too self-absorbed to consider the impact of your words?""",0.0
779,"""Why do you enjoy inflicting emotional pain on others?""",0.0
780,"""Do you ever think before you speak?""",0.0
781,"""Why do you insist on spreading negativity instead of positivity?""",0.0
782,"""Can't you find a way to express your thoughts without resorting to insults?""",0.0
783,"""Are you completely unaware of the harm you cause?""",0.0
784,"""Why do you consistently undermine the confidence of those around you?""",0.0
785,"""Do you believe your perspective is the only valid one?""",0.0
786,"""Why do you use your words to attack rather than understand?""",0.0
787,"""Can't you see the damage you're inflicting with your harsh comments?""",0.0
788,"""Are you incapable of showing kindness and compassion?""",0.0
789,"""Do you ever consider the emotional impact of your words?""",0.0
790,"""Why do you feel the need to be so hurtful in your communication?""",0.0
791,"""Can't you find a more respectful way to express your opinions?""",0.0
792,"""Why do you consistently belittle others?""",0.0
793,"""Do you believe your opinion is the ultimate truth?""",0.0
794,"""Can't you see the emotional harm you're causing?""",0.0
795,"""Are you too self-absorbed to care about the well-being of others?""",0.0
796,"""Do you think your words hold more weight than anyone else's?""",0.0
797,"""Why do you turn every conversation into an argument?""",0.0
798,"""Can't you see the damage your words are doing to relationships?""",1.0
799,"""Why do you constantly undermine the confidence of others?""",1.0
800,"""Why do you use your words to attack rather than uplift?""",1.0
801,"""Can't you find a way to express your thoughts without tearing others down?""",1.0
802,"""Are you blind to the hurt you cause with your words?""",1.0
803,"""Why do you refuse to acknowledge the pain you inflict on others?""",1.0
804,"""Do you believe your insults make you powerful?""",1.0
805,"""Why do you revel in the misfortunes of others?""",1.0
806,"""Can't you see the toxicity of your words?""",1.0
807,"""Are you too proud to apologize for your hurtful remarks?""",1.0
808,"""Why do you consistently treat people with disrespect?""",1.0
809,"""Do you ever think about the consequences of your words on someone's mental well-being?""",1.0
810,"""Why do you persistently tear down others' confidence?""",0.0
811,"""Can't you see the emotional turmoil your words cause?""",0.0
812,"""Why do you mock and attack others?""",0.0
813,"""Do you think your words hold no weight?""",0.0
814,"""Why do you find pleasure in making others feel small?""",0.0
815,"""Can't you find a more constructive approach to expressing your beliefs?""",0.0
816,"""Are you blind to the pain you inflict on others?""",0.0
817,"""Why do you consistently dismiss the feelings of those around you?""",0.0
818,"""Do you think your perspective is the only valid one?""",0.0
819,"""Can't you see the emotional damage you're causing?""",0.0
820,"""Are you incapable of showing empathy and understanding?""",0.0
821,"""Why do you derive satisfaction from tearing others down?""",0.0
822,"""Why do you feel the need to be so hurtful in your interactions?""",0.0
823,"""Can't you find a more respectful way to convey your thoughts?""",0.0
824,"""Why do you consistently undermine the confidence of others?""",0.0
825,"""Do you believe your opinion is the only one that matters?""",0.0
826,"""Why do you use your words as tools of destruction?""",0.0
827,"""Can't you see the damage you're inflicting with your harsh commentary?""",0.0
828,"""Are you too self-centered to show kindness and compassion?""",0.0
829,"""Do you ever reflect on the impact of your words?""",0.0
830,"""Why do you insist on being so hurtful in your communication?""",0.0
831,"""Can't you find a more considerate way to express your thoughts?""",0.0
832,"""Are you ignorant of the pain you cause?""",0.0
833,"""Why do you consistently erode the confidence of others?""",0.0
834,"""Do you think your perspective is superior to everyone else's?""",0.0
835,"""Are you too self-absorbed to care about the well-being of those around you?""",0.0
836,"""Do you believe your words hold more weight than anyone else's?""",0.0
837,"""Why do you turn every conversation into a battleground?""",0.0
838,"""Are you completely oblivious to the feelings of those you interact with?""",0.0
839,"""Why do you persistently undermine the confidence of others?""",0.0
840,"""Can't you see the negative impact of your words on others?""",0.0
841,"""Are you incapable of showing kindness and empathy?""",0.0
842,"""Do you ever consider the consequences of your words?""",0.0
843,"""Do you think your opinion is the ultimate truth?""",0.0
844,"""Can't you see the emotional damage caused by your harsh comments?""",0.0
845,"""Are you too self-centered to show empathy and compassion?""",0.0
846,"""Why do you find joy in tearing others down?""",0.0
847,"""Do you ever think about the emotional toll of your words?""",0.0
848,"""Are you ignorant of the pain you inflict on others?""",1.0
849,"""Why do you persistently undermine the confidence of those around you?""",1.0
850,"""Do you believe your perspective holds more value than anyone else's?""",1.0
851,"""Why do you turn every conversation into a battlefield?""",1.0
852,"""Are you completely unaware of the feelings of those around you?""",1.0
853,"""Can't you find a way to express yourself without tearing others down?""",1.0
854,"""Are you blind to the pain you cause with your words?""",1.0
855,"""Why do you refuse to acknowledge the hurt you inflict on others?""",1.0
856,"""Why do you relish in the misfortunes of others?""",1.0
857,“Why do you insist on bringing shame upon yourselves with your foolish actions?”,1.0
858,"""Do you not realize the damage you are causing with your careless words?""",1.0
859,"""Can you honestly say that your behavior reflects the values you claim to hold?""",0.0
860,"""Are we not capable of more empathy and understanding?""",0.0
861,"""Why is it so difficult for some of you to treat others with kindness and respect?""",0.0
862,"""Are we not all deserving of dignity and compassion?""",0.0
863,"""Don't you see the harm you are inflicting on those around you?""",0.0
864,"""Do you not comprehend the consequences of your thoughtless behavior?""",0.0
865,"""Have you ever considered the impact of your words on the delicate fabric of society?""",0.0
866,"""Is it too much to ask for a little bit of decency and empathy?""",0.0
867,"""Can you honestly say that your actions reflect the values you claim to uphold?""",0.0
868,"""Why is it that some people find pleasure in causing others pain?""",0.0
869,"""Are we not all responsible for creating a more harmonious and inclusive world?""",0.0
870,"""Do you not understand the power of your words and the influence they hold?""",0.0
871,"""Can you truly justify the harm you have inflicted on those who trusted you?""",0.0
872,"""Is it not time to reflect on the choices you have made and the impact they have had on others?""",0.0
873,"""Why do you persistently choose to belittle and demean those around you?""",0.0
874,"""Are we not all capable of growth and learning from our mistakes?""",0.0
875,"""Do you not realize the damage you are inflicting on the fabric of our society?""",0.0
876,"""Can you honestly say that your actions align with the principles you claim to stand for?""",0.0
877,"""Why do some among us revel in the suffering of others?""",0.0
878,"""Are we not all deserving of love and respect, regardless of our differences?""",0.0
879,"""Do you not see the pain you are causing with your thoughtless words?""",0.0
880,"""Have you ever stopped to consider the consequences of your actions on those who look up to you?""",0.0
881,"""Is it not time to take a hard look at ourselves and the way we treat one another?""",0.0
882,"""Why do you persist in perpetuating hate and division?""",0.0
883,"""Are we not all connected in our shared humanity?""",0.0
884,"""Can you honestly say that your behavior reflects the values we should aspire to?""",0.0
885,"""Do you not understand the far-reaching impact of your choices?""",0.0
886,"""Why is it that some among us seem intent on tearing others down?""",0.0
887,"""Are we not all responsible for building a more inclusive and compassionate society?""",0.0
888,"""Don't you realize the harm inflicted by your narrow-mindedness and prejudice?""",0.0
889,"""Have you ever stopped to question the motives behind your hurtful actions?""",0.0
890,"""Is it not time for us to rise above our petty differences and work towards a better future?""",0.0
891,"""Why do you persist in disregarding the feelings and experiences of those around you?""",0.0
892,"""Are we not all capable of change and growth?""",0.0
893,"""Do you not see how your words and actions contribute to the erosion of trust and understanding?""",0.0
894,"""Can you honestly say that your behavior brings about positive change?""",0.0
895,"""Why is it that some choose to tear apart rather than build up?""",0.0
896,"""Are we not all deserving of empathy and kindness?""",0.0
897,"""Don't you realize the impact your words have on the mental well-being of others?""",0.0
898,"""Have you ever stopped to consider the consequences of your words on the hearts of those around you?""",1.0
899,"""Is it not time for us to come together and bridge the divides that separate us?""",1.0
900,"""Why do you persist in spreading hate instead of love?""",1.0
